id,referencia,marca,capacidad,ciudad,responsable
5607,"ACH01,ACH22,ACH43","sony, rico, kelley",911,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
4935,"ACH01,ACH22,ACH43","sony, rico, kelley",330,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1336,"ACH01,ACH22,ACH43","sony, rico, kelley",1873,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
4853,"ACH01,ACH22,ACH43","sony, rico, kelley",1778,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2458,"ACH01,ACH22,ACH43","sony, rico, kelley",304,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8638,"ACH01,ACH22,ACH43","sony, rico, kelley",359,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3411,"ACH01,ACH22,ACH43","sony, rico, kelley",202,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8962,"ACH01,ACH22,ACH43","sony, rico, kelley",1206,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9486,"ACH01,ACH22,ACH43","sony, rico, kelley",1451,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2100,"ACH01,ACH22,ACH43","sony, rico, kelley",365,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
525,"ACH01,ACH22,ACH43","sony, rico, kelley",572,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2955,"ACH01,ACH22,ACH43","sony, rico, kelley",1569,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
539,"ACH01,ACH22,ACH43","sony, rico, kelley",507,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
4929,"ACH01,ACH22,ACH43","sony, rico, kelley",1293,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3620,"ACH01,ACH22,ACH43","sony, rico, kelley",527,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9759,"ACH01,ACH22,ACH43","sony, rico, kelley",1668,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8068,"ACH01,ACH22,ACH43","sony, rico, kelley",1102,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
5457,"ACH01,ACH22,ACH43","sony, rico, kelley",1218,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1643,"ACH01,ACH22,ACH43","sony, rico, kelley",1427,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3966,"ACH01,ACH22,ACH43","sony, rico, kelley",810,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1854,"ACH01,ACH22,ACH43","sony, rico, kelley",733,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
4770,"ACH01,ACH22,ACH43","sony, rico, kelley",487,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2391,"ACH01,ACH22,ACH43","sony, rico, kelley",588,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9810,"ACH01,ACH22,ACH43","sony, rico, kelley",1108,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3733,"ACH01,ACH22,ACH43","sony, rico, kelley",1519,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8583,"ACH01,ACH22,ACH43","sony, rico, kelley",966,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1237,"ACH01,ACH22,ACH43","sony, rico, kelley",925,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2717,"ACH01,ACH22,ACH43","sony, rico, kelley",1327,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2567,"ACH01,ACH22,ACH43","sony, rico, kelley",277,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8895,"ACH01,ACH22,ACH43","sony, rico, kelley",548,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1332,"ACH01,ACH22,ACH43","sony, rico, kelley",1134,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8859,"ACH01,ACH22,ACH43","sony, rico, kelley",613,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
4610,"ACH01,ACH22,ACH43","sony, rico, kelley",573,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1986,"ACH01,ACH22,ACH43","sony, rico, kelley",1868,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8004,"ACH01,ACH22,ACH43","sony, rico, kelley",713,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
4822,"ACH01,ACH22,ACH43","sony, rico, kelley",484,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
6338,"ACH01,ACH22,ACH43","sony, rico, kelley",361,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2121,"ACH01,ACH22,ACH43","sony, rico, kelley",1355,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
4741,"ACH01,ACH22,ACH43","sony, rico, kelley",266,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9648,"ACH01,ACH22,ACH43","sony, rico, kelley",669,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
6682,"ACH01,ACH22,ACH43","sony, rico, kelley",1748,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7850,"ACH01,ACH22,ACH43","sony, rico, kelley",1079,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9341,"ACH01,ACH22,ACH43","sony, rico, kelley",389,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3849,"ACH01,ACH22,ACH43","sony, rico, kelley",1313,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
54,"ACH01,ACH22,ACH43","sony, rico, kelley",230,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
6781,"ACH01,ACH22,ACH43","sony, rico, kelley",882,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8361,"ACH01,ACH22,ACH43","sony, rico, kelley",653,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3112,"ACH01,ACH22,ACH43","sony, rico, kelley",1999,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
5293,"ACH01,ACH22,ACH43","sony, rico, kelley",1805,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
555,"ACH01,ACH22,ACH43","sony, rico, kelley",1625,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
6316,"ACH01,ACH22,ACH43","sony, rico, kelley",269,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7419,"ACH01,ACH22,ACH43","sony, rico, kelley",274,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7124,"ACH01,ACH22,ACH43","sony, rico, kelley",526,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
6405,"ACH01,ACH22,ACH43","sony, rico, kelley",905,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
5567,"ACH01,ACH22,ACH43","sony, rico, kelley",1032,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1068,"ACH01,ACH22,ACH43","sony, rico, kelley",698,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
4701,"ACH01,ACH22,ACH43","sony, rico, kelley",687,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
5809,"ACH01,ACH22,ACH43","sony, rico, kelley",1303,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
4927,"ACH01,ACH22,ACH43","sony, rico, kelley",578,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3323,"ACH01,ACH22,ACH43","sony, rico, kelley",642,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
686,"ACH01,ACH22,ACH43","sony, rico, kelley",1965,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7629,"ACH01,ACH22,ACH43","sony, rico, kelley",872,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
166,"ACH01,ACH22,ACH43","sony, rico, kelley",1454,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9421,"ACH01,ACH22,ACH43","sony, rico, kelley",1034,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8241,"ACH01,ACH22,ACH43","sony, rico, kelley",1255,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2,"ACH01,ACH22,ACH43","sony, rico, kelley",564,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9497,"ACH01,ACH22,ACH43","sony, rico, kelley",129,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3507,"ACH01,ACH22,ACH43","sony, rico, kelley",964,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3965,"ACH01,ACH22,ACH43","sony, rico, kelley",870,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
697,"ACH01,ACH22,ACH43","sony, rico, kelley",1227,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8618,"ACH01,ACH22,ACH43","sony, rico, kelley",983,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3133,"ACH01,ACH22,ACH43","sony, rico, kelley",1801,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3954,"ACH01,ACH22,ACH43","sony, rico, kelley",1776,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
755,"ACH01,ACH22,ACH43","sony, rico, kelley",1109,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3644,"ACH01,ACH22,ACH43","sony, rico, kelley",232,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8615,"ACH01,ACH22,ACH43","sony, rico, kelley",1885,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3249,"ACH01,ACH22,ACH43","sony, rico, kelley",1298,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
699,"ACH01,ACH22,ACH43","sony, rico, kelley",1800,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
5888,"ACH01,ACH22,ACH43","sony, rico, kelley",1226,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
5455,"ACH01,ACH22,ACH43","sony, rico, kelley",318,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1552,"ACH01,ACH22,ACH43","sony, rico, kelley",685,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1694,"ACH01,ACH22,ACH43","sony, rico, kelley",730,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3994,"ACH01,ACH22,ACH43","sony, rico, kelley",1941,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9405,"ACH01,ACH22,ACH43","sony, rico, kelley",1093,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1282,"ACH01,ACH22,ACH43","sony, rico, kelley",200,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
629,"ACH01,ACH22,ACH43","sony, rico, kelley",1811,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
583,"ACH01,ACH22,ACH43","sony, rico, kelley",426,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9953,"ACH01,ACH22,ACH43","sony, rico, kelley",887,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
6992,"ACH01,ACH22,ACH43","sony, rico, kelley",684,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
579,"ACH01,ACH22,ACH43","sony, rico, kelley",1102,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1464,"ACH01,ACH22,ACH43","sony, rico, kelley",633,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7287,"ACH01,ACH22,ACH43","sony, rico, kelley",1013,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
4435,"ACH01,ACH22,ACH43","sony, rico, kelley",1495,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1697,"ACH01,ACH22,ACH43","sony, rico, kelley",1442,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3296,"ACH01,ACH22,ACH43","sony, rico, kelley",682,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
4905,"ACH01,ACH22,ACH43","sony, rico, kelley",363,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
4696,"ACH01,ACH22,ACH43","sony, rico, kelley",774,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3742,"ACH01,ACH22,ACH43","sony, rico, kelley",1691,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
5776,"ACH01,ACH22,ACH43","sony, rico, kelley",431,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7462,"ACH01,ACH22,ACH43","sony, rico, kelley",836,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8300,"ACH01,ACH22,ACH43","sony, rico, kelley",236,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3802,"ACH01,ACH22,ACH43","sony, rico, kelley",1351,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
266,"ACH01,ACH22,ACH43","sony, rico, kelley",963,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
5851,"ACH01,ACH22,ACH43","sony, rico, kelley",710,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2895,"ACH01,ACH22,ACH43","sony, rico, kelley",587,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1537,"ACH01,ACH22,ACH43","sony, rico, kelley",673,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2709,"ACH01,ACH22,ACH43","sony, rico, kelley",883,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2626,"ACH01,ACH22,ACH43","sony, rico, kelley",1687,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
6339,"ACH01,ACH22,ACH43","sony, rico, kelley",1529,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9310,"ACH01,ACH22,ACH43","sony, rico, kelley",1461,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3021,"ACH01,ACH22,ACH43","sony, rico, kelley",1275,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7273,"ACH01,ACH22,ACH43","sony, rico, kelley",1846,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2091,"ACH01,ACH22,ACH43","sony, rico, kelley",1748,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
451,"ACH01,ACH22,ACH43","sony, rico, kelley",286,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
158,"ACH01,ACH22,ACH43","sony, rico, kelley",713,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
6318,"ACH01,ACH22,ACH43","sony, rico, kelley",1083,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
378,"ACH01,ACH22,ACH43","sony, rico, kelley",727,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8132,"ACH01,ACH22,ACH43","sony, rico, kelley",1960,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9053,"ACH01,ACH22,ACH43","sony, rico, kelley",1062,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3278,"ACH01,ACH22,ACH43","sony, rico, kelley",358,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3385,"ACH01,ACH22,ACH43","sony, rico, kelley",1312,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
6194,"ACH01,ACH22,ACH43","sony, rico, kelley",1524,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7831,"ACH01,ACH22,ACH43","sony, rico, kelley",1299,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3047,"ACH01,ACH22,ACH43","sony, rico, kelley",1176,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7992,"ACH01,ACH22,ACH43","sony, rico, kelley",1591,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7857,"ACH01,ACH22,ACH43","sony, rico, kelley",1111,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3916,"ACH01,ACH22,ACH43","sony, rico, kelley",1148,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7435,"ACH01,ACH22,ACH43","sony, rico, kelley",1243,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2729,"ACH01,ACH22,ACH43","sony, rico, kelley",829,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2384,"ACH01,ACH22,ACH43","sony, rico, kelley",1630,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7908,"ACH01,ACH22,ACH43","sony, rico, kelley",925,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7920,"ACH01,ACH22,ACH43","sony, rico, kelley",208,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
70,"ACH01,ACH22,ACH43","sony, rico, kelley",1859,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9544,"ACH01,ACH22,ACH43","sony, rico, kelley",1404,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
4360,"ACH01,ACH22,ACH43","sony, rico, kelley",1398,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1066,"ACH01,ACH22,ACH43","sony, rico, kelley",657,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1024,"ACH01,ACH22,ACH43","sony, rico, kelley",611,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7820,"ACH01,ACH22,ACH43","sony, rico, kelley",1257,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3854,"ACH01,ACH22,ACH43","sony, rico, kelley",701,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9398,"ACH01,ACH22,ACH43","sony, rico, kelley",448,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9819,"ACH01,ACH22,ACH43","sony, rico, kelley",1343,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8607,"ACH01,ACH22,ACH43","sony, rico, kelley",925,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2316,"ACH01,ACH22,ACH43","sony, rico, kelley",122,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
5844,"ACH01,ACH22,ACH43","sony, rico, kelley",132,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
953,"ACH01,ACH22,ACH43","sony, rico, kelley",1381,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2999,"ACH01,ACH22,ACH43","sony, rico, kelley",1248,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8144,"ACH01,ACH22,ACH43","sony, rico, kelley",1191,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
4940,"ACH01,ACH22,ACH43","sony, rico, kelley",1192,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
